game_id,date,time,round,meet_seq,home_team,away_team,home_score,away_score,stadium,stadium_full,attendance,game_status,end_yn,broadcast,weekday,referee,weather,temperature,humidity,is_derby,day_of_week,is_weekend,month,season_half,home_rank_before,away_rank_before,home_points_before,away_points_before,home_played_before,away_played_before,rank_difference,home_is_upper_split,away_is_upper_split,home_is_lower_split,away_is_lower_split,home_is_relegation,away_is_relegation,home_relegation_danger,away_relegation_danger,home_is_acl,away_is_acl,home_split_group,away_split_group,home_detailed_group,away_detailed_group,is_cross_split,home_form_points,away_form_points,home_recent_wins,away_recent_wins,form_difference
25,2025-03-15,14:00,5,1,제주,대전,1,3,제주 월드컵,제주 월드컵 경기장,4651,FE,Y,skySports//COUPANGPLAY,토,설태환,흐림,10,80,0,Saturday,1,3,상반기,9,2,4,9,4,4,7,0,1,1,0,0,0,0,0,0,1,하위스플릿,상위스플릿,중위권,ACL권,1,4,9,1,3,-5
26,2025-03-15,16:30,5,1,강원,서울,0,1,춘천 송암,춘천 송암 스포츠타운,10231,FE,Y,skySports//COUPANGPLAY,토,신용준,맑음,15.1,24,0,Saturday,1,3,상반기,5,7,7,5,4,4,2,1,0,0,1,0,0,0,0,0,0,상위스플릿,하위스플릿,상위권,중위권,1,7,5,2,1,2
27,2025-03-15,16:30,5,1,대구,안양,0,1,대구iM뱅크PARK,대구iM뱅크PARK,12183,FE,Y,IB SPORTS//COUPANGPLAY,토,김우성,흐림,8.6,63,0,Saturday,1,3,상반기,5,10,7,3,4,4,5,1,0,0,1,0,0,0,1,0,0,상위스플릿,하위스플릿,상위권,강등위기,1,7,3,2,1,4
30,2025-03-16,16:30,5,1,전북,포항,2,2,전주 월드컵,전주 월드컵 경기장,10442,FE,Y,skySports//COUPANGPLAY,일,고형진,맑음,7,56,0,Sunday,1,3,상반기,9,12,4,1,4,3,3,0,0,1,1,0,1,0,1,0,0,하위스플릿,하위스플릿,중위권,강등권,0,4,1,1,0,3
28,2025-03-16,14:00,5,1,수원FC,울산,1,1,수원 종합,수원 종합 운동장,5557,FE,Y,MBC//skySports//COUPANGPLAY,일,김용우,흐림,5.4,71,0,Sunday,1,3,상반기,11,2,2,9,4,4,9,0,1,1,0,0,0,1,0,0,1,하위스플릿,상위스플릿,강등위기,ACL권,1,2,9,0,3,-7
29,2025-03-16,16:30,5,1,김천,광주,0,0,김천 종합,김천 종합 운동장,3193,FE,Y,IB SPORTS//KFN//COUPANGPLAY,일,이동준,흐림,3.2,76,0,Sunday,1,3,상반기,4,8,7,5,4,3,4,1,0,0,1,0,0,0,0,0,0,상위스플릿,하위스플릿,상위권,중위권,1,7,5,2,1,2
23,2025-03-22,16:30,4,1,광주,포항,2,3,광주 월드컵,광주 월드컵 경기장,4544,FE,Y,IB SPORTS//COUPANGPLAY,토,박병진,맑음,20.5,30,0,Saturday,1,3,상반기,7,12,6,2,4,4,5,0,0,1,1,0,1,0,1,0,0,하위스플릿,하위스플릿,중위권,강등권,0,6,2,1,0,4
31,2025-03-29,14:00,6,1,서울,대구,3,2,서울 월드컵,서울 월드컵 경기장,25258,FE,Y,skySports//COUPANGPLAY,토,김종혁,흐림,4.3,55,0,Saturday,1,3,상반기,4,5,8,7,5,5,1,1,1,0,0,0,0,0,0,0,0,상위스플릿,상위스플릿,상위권,상위권,0,8,7,2,2,1
32,2025-03-29,16:30,6,1,포항,울산,1,0,포항 스틸야드,포항 스틸야드,12565,FE,Y,skySports//COUPANGPLAY,토,김대용,맑음,11,17,1,Saturday,1,3,상반기,10,3,5,10,5,5,7,0,1,1,0,0,0,1,0,0,0,하위스플릿,상위스플릿,강등위기,상위권,1,5,10,1,3,-5
33,2025-03-29,16:30,6,1,대전,광주,1,1,대전 월드컵,대전 월드컵 경기장,11469,FE,Y,IB SPORTS//COUPANGPLAY,토,송민석,흐림,6.3,50,0,Saturday,1,3,상반기,1,8,12,6,5,5,7,1,0,0,1,0,0,0,0,1,0,상위스플릿,하위스플릿,ACL권,중위권,1,12,6,4,1,6
34,2025-03-30,14:00,6,1,제주,수원FC,1,0,제주 월드컵,제주 월드컵 경기장,10778,FE,Y,skySports//COUPANGPLAY,일,고형진,맑음,7,33,0,Sunday,1,3,상반기,11,12,4,3,5,5,1,0,0,1,1,0,1,1,1,0,0,하위스플릿,하위스플릿,강등위기,강등권,0,4,3,1,0,1
35,2025-03-30,16:30,6,1,김천,강원,1,0,김천 종합,김천 종합 운동장,2026,FE,Y,IB SPORTS//COUPANGPLAY,일,박병진,맑음,8.2,25,0,Sunday,1,3,상반기,4,8,8,7,5,5,4,1,0,0,1,0,0,0,0,0,0,상위스플릿,하위스플릿,상위권,중위권,1,8,7,2,2,1
36,2025-03-30,16:30,6,1,안양,전북,0,1,안양 종합,안양 종합 운동장,10031,FE,Y,skySports//COUPANGPLAY,일,채상협,맑음,6,55,0,Sunday,1,3,상반기,10,11,6,5,5,5,1,0,0,1,1,0,0,1,1,0,0,하위스플릿,하위스플릿,강등위기,강등위기,0,6,5,2,1,1
108,2025-04-01,19:30,18,1,울산,대전,2,3,울산 문수,울산 문수 축구경기장,6902,FE,Y,skySports//COUPANGPLAY,화,신용준,맑음,11.1,45,0,Tuesday,0,4,상반기,4,1,10,13,6,6,3,1,1,0,0,0,0,0,0,0,1,상위스플릿,상위스플릿,상위권,ACL권,0,10,10,3,3,0
37,2025-04-05,14:00,7,1,울산,서울,0,0,울산 문수,울산 문수 축구경기장,20358,FE,Y,skySports//COUPANGPLAY,토,고형진,흐리고,14,45,0,Saturday,1,4,상반기,4,3,10,11,7,6,1,1,1,0,0,0,0,0,0,0,0,상위스플릿,상위스플릿,상위권,상위권,0,7,11,2,3,-4
38,2025-04-05,16:30,7,1,김천,대구,2,0,김천 종합,김천 종합 운동장,3740,FE,Y,IB SPORTS//KFN//COUPANGPLAY,토,김용우,비,10.7,74,0,Saturday,1,4,상반기,3,7,11,7,6,6,4,1,0,0,1,0,0,0,0,0,0,상위스플릿,하위스플릿,상위권,중위권,1,11,4,3,1,7
39,2025-04-05,16:30,7,1,대전,전북,0,2,대전 월드컵,대전 월드컵 경기장,14622,FE,Y,skySports//COUPANGPLAY,토,이동준,비,10.2,92,0,Saturday,1,4,상반기,1,5,16,8,7,6,4,1,1,0,0,0,0,0,0,1,0,상위스플릿,상위스플릿,ACL권,상위권,0,13,5,4,1,8
40,2025-04-05,19:00,7,1,수원FC,포항,1,1,수원 종합,수원 종합 운동장,2924,FE,Y,skySports//COUPANGPLAY,토,김종혁,비,8,95,0,Saturday,1,4,상반기,12,6,3,8,6,6,6,0,1,1,0,1,0,1,0,0,0,하위스플릿,상위스플릿,강등권,상위권,1,2,8,0,2,-6
41,2025-04-06,16:30,7,1,안양,강원,2,0,안양 종합,안양 종합 운동장,8127,FE,Y,skySports//COUPANGPLAY,일,설태환,맑음,14.3,35,0,Sunday,1,4,상반기,11,8,6,7,6,6,3,0,0,1,1,0,0,1,0,0,0,하위스플릿,하위스플릿,강등위기,중위권,0,3,7,1,2,-4
42,2025-04-06,16:30,7,1,광주,제주,1,0,광주 월드컵,광주 월드컵 경기장,3858,FE,Y,IB SPORTS//COUPANGPLAY,일,신용준,맑음,17.5,23,0,Sunday,1,4,상반기,7,10,7,7,6,6,3,0,0,1,1,0,0,0,1,0,0,하위스플릿,하위스플릿,중위권,강등위기,0,6,4,1,1,2
56,2025-04-09,19:30,10,1,광주,대구,2,1,광주 월드컵,광주 월드컵 경기장,1983,FE,Y,skySports//COUPANGPLAY,수,김종혁,흐림,13.5,50,1,Wednesday,0,4,상반기,6,9,10,7,7,7,3,1,0,0,1,0,0,0,0,0,0,상위스플릿,하위스플릿,상위권,중위권,1,8,1,2,0,7
43,2025-04-12,14:00,8,1,수원FC,김천,3,2,수원 종합,수원 종합 운동장,2066,FE,Y,skySports//KFN//COUPANGPLAY,토,고형진,비,22.2,26,0,Saturday,1,4,상반기,12,2,4,14,7,7,10,0,1,1,0,1,0,1,0,0,1,하위스플릿,상위스플릿,강등권,ACL권,1,3,11,0,3,-8
44,2025-04-12,16:30,8,1,서울,대전,2,2,서울 월드컵,서울 월드컵 경기장,20284,FE,Y,skySports//COUPANGPLAY,토,송민석,비,15.3,67,0,Saturday,1,4,상반기,4,1,12,16,7,8,3,1,1,0,0,0,0,0,0,0,1,상위스플릿,상위스플릿,상위권,ACL권,0,9,10,2,3,-1
45,2025-04-12,16:30,8,1,포항,안양,2,1,포항 스틸야드,포항 스틸야드,8354,FE,Y,IB SPORTS//COUPANGPLAY,토,박병진,흐리고,16,55,0,Saturday,1,4,상반기,8,7,9,9,7,7,1,0,0,1,1,0,0,0,0,0,0,하위스플릿,하위스플릿,중위권,중위권,0,9,6,2,2,3
46,2025-04-13,14:00,8,1,강원,광주,1,0,춘천 송암,춘천 송암 스포츠타운,5080,FE,Y,skySports//COUPANGPLAY,일,김대용,흐림,6.1,76,0,Sunday,1,4,상반기,12,3,7,13,7,8,9,0,1,1,0,1,0,1,0,0,0,하위스플릿,상위스플릿,강등권,상위권,1,4,8,1,2,-4
47,2025-04-13,16:30,8,1,전북,제주,1,1,전주 월드컵,전주 월드컵 경기장,10958,FE,Y,IB SPORTS//COUPANGPLAY,일,김우성,흐림,10,30,0,Sunday,1,4,상반기,6,12,11,7,7,7,6,1,0,0,1,0,1,0,1,0,0,상위스플릿,하위스플릿,상위권,강등권,1,7,4,2,1,3
48,2025-04-13,16:30,8,1,대구,울산,0,1,대구iM뱅크PARK,대구iM뱅크PARK,12218,FE,Y,skySports//COUPANGPLAY,일,설태환,흐림,11.6,36,0,Sunday,1,4,상반기,11,7,7,11,8,8,4,0,0,1,1,0,0,1,0,0,0,하위스플릿,하위스플릿,강등위기,중위권,0,0,5,0,1,-5
49,2025-04-19,14:00,9,1,울산,강원,1,2,울산 문수,울산 문수 축구경기장,13536,FE,Y,skySports//COUPANGPLAY,토,김우성,맑음,24.4,48,0,Saturday,1,4,상반기,3,8,14,10,9,8,5,1,0,0,1,0,0,0,0,0,0,상위스플릿,하위스플릿,상위권,중위권,1,5,6,1,2,-1
50,2025-04-19,16:30,9,1,김천,대전,0,2,김천 종합,김천 종합 운동장,2789,FE,Y,IB SPORTS//KFN//COUPANGPLAY,토,최광호,흐림,28.1,38,0,Saturday,1,4,상반기,2,1,14,17,8,9,1,1,1,0,0,0,0,0,0,1,1,상위스플릿,상위스플릿,ACL권,ACL권,0,10,8,3,2,2
51,2025-04-19,16:30,9,1,안양,수원FC,3,1,안양 종합,안양 종합 운동장,4508,FE,Y,skySports//COUPANGPLAY,토,김종혁,비,20.4,72,1,Saturday,1,4,상반기,9,11,9,7,8,8,2,0,0,1,1,0,0,0,1,0,0,하위스플릿,하위스플릿,중위권,강등위기,0,6,6,2,1,0
52,2025-04-19,19:00,9,1,서울,광주,1,2,서울 월드컵,서울 월드컵 경기장,19234,FE,Y,skySports//COUPANGPLAY,토,이동준,흐리고,13.2,94,0,Saturday,1,4,상반기,5,4,13,13,8,9,1,1,1,0,0,0,0,0,0,0,0,상위스플릿,상위스플릿,상위권,상위권,0,9,7,2,2,2
53,2025-04-20,16:30,9,1,제주,포항,2,0,제주 월드컵,제주 월드컵 경기장,5531,FE,Y,IB SPORTS//COUPANGPLAY,일,김용우,흐리고,21,85,0,Sunday,1,4,상반기,10,9,8,12,8,8,1,0,0,1,1,0,0,1,0,0,0,하위스플릿,하위스플릿,강등위기,중위권,0,4,11,1,3,-7
54,2025-04-20,16:30,9,1,전북,대구,3,1,전주 월드컵,전주 월드컵 경기장,12897,FE,Y,skySports//COUPANGPLAY,일,채상협,맑음,21,75,0,Sunday,1,4,상반기,7,11,12,7,8,9,4,0,0,1,1,0,0,0,1,0,0,하위스플릿,하위스플릿,중위권,강등위기,0,8,0,2,0,8
114,2025-04-23,19:30,19,1,안양,울산,0,1,안양 종합,안양 종합 운동장,5592,FE,Y,skySports//COUPANGPLAY,수,김대용,맑음,21.9,38,0,Wednesday,0,4,상반기,8,5,12,14,9,10,3,0,1,1,0,0,0,0,0,0,0,하위스플릿,상위스플릿,중위권,상위권,1,9,4,3,1,5
55,2025-04-26,14:00,10,1,수원FC,전북,1,2,수원 종합,수원 종합 운동장,7131,FE,Y,skySports//COUPANGPLAY,토,설태환,맑음,18.7,36,1,Saturday,1,4,상반기,11,4,7,15,9,9,7,0,1,1,0,0,0,1,0,0,0,하위스플릿,상위스플릿,강등위기,상위권,1,5,11,1,3,-6
57,2025-04-26,16:30,10,1,안양,제주,2,1,안양 종합,안양 종합 운동장,5939,FE,Y,IB SPORTS//COUPANGPLAY,토,고형진,맑음,17.3,42,0,Saturday,1,4,상반기,8,10,12,11,10,9,2,0,0,1,1,0,0,0,1,0,0,하위스플릿,하위스플릿,중위권,강등위기,0,6,7,2,2,-1
58,2025-04-27,14:00,10,1,포항,서울,1,0,포항 스틸야드,포항 스틸야드,10984,FE,Y,skySports//COUPANGPLAY,일,김대용,맑음,26,16,0,Sunday,1,4,상반기,9,7,12,13,9,9,2,0,0,1,1,0,0,0,0,0,0,하위스플릿,하위스플릿,중위권,중위권,0,10,8,3,2,2
59,2025-04-27,16:30,10,1,김천,울산,2,0,김천 종합,김천 종합 운동장,3300,FE,Y,skySports//KFN//COUPANGPLAY,일,채상협,맑음,26.2,13,0,Sunday,1,4,상반기,7,3,14,17,9,11,4,0,1,1,0,0,0,0,0,0,0,하위스플릿,상위스플릿,중위권,상위권,1,7,7,2,2,0
60,2025-04-27,16:30,10,1,대전,강원,1,0,대전 월드컵,대전 월드컵 경기장,9412,FE,Y,IB SPORTS//COUPANGPLAY,일,송민석,맑음,24,16,0,Sunday,1,4,상반기,1,9,20,13,10,9,8,1,0,0,1,0,0,0,0,1,0,상위스플릿,하위스플릿,ACL권,중위권,1,8,6,2,2,2
61,2025-05-02,19:30,11,1,울산,광주,3,0,울산 문수,울산 문수 축구경기장,9659,FE,Y,skySports//COUPANGPLAY,금,설태환,맑음,20,40,0,Friday,0,5,상반기,4,5,17,16,12,10,1,1,1,0,0,0,0,0,0,0,0,상위스플릿,상위스플릿,상위권,상위권,0,7,10,2,3,-3
62,2025-05-02,19:30,11,1,포항,김천,1,2,포항 스틸야드,포항 스틸야드,7405,FE,Y,JTBC G&S//KFN//COUPANGPLAY,금,이동준,흐림,13,57,0,Friday,0,5,상반기,7,4,15,17,10,10,3,0,1,1,0,0,0,0,0,0,0,하위스플릿,상위스플릿,중위권,상위권,1,10,9,3,3,1
63,2025-05-03,16:30,11,1,대전,안양,2,1,대전 월드컵,대전 월드컵 경기장,12570,FE,Y,JTBC G&S//COUPANGPLAY,토,김우성,흐림,13.2,75,0,Saturday,1,5,상반기,1,6,23,15,11,11,5,1,1,0,0,0,0,0,0,1,0,상위스플릿,상위스플릿,ACL권,상위권,0,10,9,3,3,1
64,2025-05-03,16:30,11,1,대구,제주,3,1,대구iM뱅크PARK,대구iM뱅크PARK,11325,FE,Y,IB SPORTS//COUPANGPLAY,토,김용우,흐림,10.7,92,0,Saturday,1,5,상반기,11,10,7,11,10,10,1,0,0,1,1,0,0,1,1,0,0,하위스플릿,하위스플릿,강등위기,강등위기,0,0,7,0,2,-7
65,2025-05-03,19:00,11,1,서울,전북,0,1,서울 월드컵,서울 월드컵 경기장,48008,FE,Y,skySports//COUPANGPLAY,토,송민석,맑음,12,85,1,Saturday,1,5,상반기,8,4,13,18,10,10,4,0,1,1,0,0,0,0,0,0,0,하위스플릿,상위스플릿,중위권,상위권,1,5,13,1,4,-8
66,2025-05-03,19:00,11,1,강원,수원FC,0,0,춘천 송암,춘천 송암 스포츠타운,5105,FE,Y,IB SPORTS//COUPANGPLAY,토,고형진,흐림,12.3,71,0,Saturday,1,5,상반기,9,12,13,7,10,10,3,0,0,1,1,0,1,0,1,0,0,하위스플릿,하위스플릿,중위권,강등권,0,6,4,2,1,2
67,2025-05-05,16:30,12,1,광주,김천,1,0,광주 월드컵,광주 월드컵 경기장,6238,FE,Y,IB SPORTS//KFN//COUPANGPLAY,월,고형진,비,14,70,0,Monday,0,5,상반기,5,3,16,20,11,11,2,1,1,0,0,0,0,0,0,0,0,상위스플릿,상위스플릿,상위권,상위권,0,9,9,3,3,0
68,2025-05-05,16:30,12,1,울산,포항,1,1,울산 문수,울산 문수 축구경기장,23442,FE,Y,JTBC G&S//COUPANGPLAY,월,김종혁,흐림,16.6,47,1,Monday,0,5,상반기,4,7,20,15,13,11,3,1,0,0,1,0,0,0,0,0,0,상위스플릿,하위스플릿,상위권,중위권,1,9,7,3,2,2
70,2025-05-06,16:30,12,1,제주,강원,0,3,제주 월드컵,제주 월드컵 경기장,11017,FE,Y,IB SPORTS//COUPANGPLAY,화,김대용,흐림,17,79,0,Tuesday,0,5,상반기,10,9,11,14,11,11,1,0,0,1,1,0,0,1,0,0,0,하위스플릿,하위스플릿,강등위기,중위권,0,4,7,1,2,-3
69,2025-05-06,14:00,12,1,전북,대전,1,1,전주 월드컵,전주 월드컵 경기장,24338,FE,Y,KBS1//skySports//COUPANGPLAY,화,박병진,흐림,15,66,0,Tuesday,0,5,상반기,2,1,21,26,11,12,1,1,1,0,0,0,0,0,0,1,1,상위스플릿,상위스플릿,ACL권,ACL권,0,13,10,4,3,3
72,2025-05-06,19:00,12,1,수원FC,대구,2,1,수원 종합,수원 종합 운동장,3114,FE,Y,JTBC G&S//COUPANGPLAY,화,송민석,맑음,18.2,47,0,Tuesday,0,5,상반기,12,11,8,10,11,11,1,0,0,1,1,1,0,1,1,0,0,하위스플릿,하위스플릿,강등권,강등위기,0,5,3,1,1,2
71,2025-05-06,19:00,12,1,안양,서울,1,1,안양 종합,안양 종합 운동장,10103,FE,Y,skySports//COUPANGPLAY,화,채상협,맑음,19,42,1,Tuesday,0,5,상반기,7,9,15,13,12,11,2,0,0,1,1,0,0,0,0,0,0,하위스플릿,하위스플릿,중위권,중위권,0,6,2,2,0,4
73,2025-05-10,16:30,13,1,포항,수원FC,2,0,포항 스틸야드,포항 스틸야드,8811,FE,Y,skySports//COUPANGPLAY,토,김용우,맑음,19,54,0,Saturday,1,5,상반기,8,10,16,11,12,12,2,0,0,1,1,0,0,0,1,0,0,하위스플릿,하위스플릿,중위권,강등위기,0,7,7,2,2,0
74,2025-05-10,19:00,13,1,대전,서울,0,0,대전 월드컵,대전 월드컵 경기장,13706,FE,Y,skySports//COUPANGPLAY,토,김종혁,흐리고,12.6,85,0,Saturday,1,5,상반기,1,9,27,14,13,12,8,1,0,0,1,0,0,0,0,1,0,상위스플릿,하위스플릿,ACL권,중위권,1,11,2,3,0,9
75,2025-05-10,19:00,13,1,안양,대구,2,2,안양 종합,안양 종합 운동장,6365,FE,Y,IB SPORTS//COUPANGPLAY,토,최광호,비,12,76,0,Saturday,1,5,상반기,8,12,16,10,13,12,4,0,0,1,1,0,1,0,1,0,0,하위스플릿,하위스플릿,중위권,강등권,0,7,3,2,1,4
76,2025-05-11,16:30,13,1,제주,울산,1,2,제주 월드컵,제주 월드컵 경기장,8012,FE,Y,skySports//COUPANGPLAY,일,신용준,맑음,16,71,0,Sunday,1,5,상반기,11,3,11,21,12,14,8,0,1,1,0,0,0,1,0,0,0,하위스플릿,상위스플릿,강등위기,상위권,1,4,7,1,2,-3
