game_id,date,time,round,meet_seq,home_team,away_team,home_score,away_score,stadium,stadium_full,attendance,game_status,end_yn,broadcast,weekday,referee,weather,temperature,humidity,is_derby,day_of_week,is_weekend,month,season_half,home_rank_before,away_rank_before,home_points_before,away_points_before,home_played_before,away_played_before,rank_difference,home_is_upper_split,away_is_upper_split,home_is_lower_split,away_is_lower_split,home_is_relegation,away_is_relegation,home_relegation_danger,away_relegation_danger,home_is_acl,away_is_acl,home_split_group,away_split_group,home_detailed_group,away_detailed_group,is_cross_split,home_form_points,away_form_points,home_recent_wins,away_recent_wins,form_difference
12,2026-03-08,16:30,2,1,안양,제주,0,0,안양 종합,안양 종합 운동장,0,,N,,일,,,,,0,Sunday,1,3,상반기,4,8,0,0,0,0,-4,1,0,0,1,0,0,0,0,0,0,상위스플릿,하위스플릿,상위권,강등위기,1,0,0,0,0,0
13,2026-03-14,14:00,3,1,광주,전북,0,0,광주 월드컵,광주 월드컵 경기장,0,,N,,토,,,,,0,Saturday,1,3,상반기,7,9,0,0,0,0,-2,0,0,1,1,0,0,0,1,0,0,하위스플릿,하위스플릿,중위권,강등위기,0,0,0,0,0,0
14,2026-03-14,16:30,3,1,대전,김천,0,0,대전 월드컵,대전 월드컵 경기장,0,,N,,토,,,,,0,Saturday,1,3,상반기,12,1,0,0,0,0,11,0,1,1,0,1,0,1,0,0,1,하위스플릿,상위스플릿,강등권,ACL권,1,0,0,0,0,0
15,2026-03-15,14:00,3,1,부천,울산,0,0,부천 종합,부천 종합 운동장,0,,N,,일,,,,,0,Sunday,1,3,상반기,10,6,0,0,0,0,4,0,1,1,0,0,0,1,0,0,0,하위스플릿,상위스플릿,강등위기,중위권,1,0,0,0,0,0
16,2026-03-15,14:00,3,1,제주,서울,0,0,제주 월드컵,제주 월드컵 경기장,0,,N,,일,,,,,0,Sunday,1,3,상반기,8,5,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,하위스플릿,상위스플릿,강등위기,중위권,1,0,0,0,0,0
17,2026-03-15,16:30,3,1,강원,안양,0,0,강릉하이원아레나,강릉하이원아레나,0,,N,,일,,,,,0,Sunday,1,3,상반기,11,4,0,0,0,0,7,0,1,1,0,1,0,1,0,0,0,하위스플릿,상위스플릿,강등권,상위권,1,0,0,0,0,0
18,2026-03-15,16:30,3,1,포항,인천,0,0,포항 스틸야드,포항 스틸야드,0,,N,,일,,,,,0,Sunday,1,3,상반기,2,3,0,0,0,0,-1,1,1,0,0,0,0,0,0,1,0,상위스플릿,상위스플릿,ACL권,상위권,0,0,0,0,0,0
19,2026-03-17,19:30,4,1,김천,광주,0,0,김천 종합,김천 종합 운동장,0,,N,,화,,,,,0,Tuesday,0,3,상반기,1,7,0,0,0,0,-6,1,0,0,1,0,0,0,0,1,0,상위스플릿,하위스플릿,ACL권,중위권,1,0,0,0,0,0
20,2026-03-18,19:30,4,1,부천,강원,0,0,부천 종합,부천 종합 운동장,0,,N,,수,,,,,0,Wednesday,0,3,상반기,10,11,0,0,0,0,-1,0,0,1,1,0,1,1,1,0,0,하위스플릿,하위스플릿,강등위기,강등권,0,0,0,0,0,0
21,2026-03-18,19:30,4,1,인천,대전,0,0,인천 전용,인천 축구 전용경기장,0,,N,,수,,,,,0,Wednesday,0,3,상반기,3,12,0,0,0,0,-9,1,0,0,1,0,1,0,1,0,0,상위스플릿,하위스플릿,상위권,강등권,1,0,0,0,0,0
22,2026-03-18,19:30,4,1,제주,울산,0,0,제주 월드컵,제주 월드컵 경기장,0,,N,,수,,,,,0,Wednesday,0,3,상반기,8,6,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,하위스플릿,상위스플릿,강등위기,중위권,1,0,0,0,0,0
23,2026-03-18,19:30,4,1,전북,안양,0,0,전주 월드컵,전주 월드컵 경기장,0,,N,,수,,,,,0,Wednesday,0,3,상반기,9,4,0,0,0,0,5,0,1,1,0,0,0,1,0,0,0,하위스플릿,상위스플릿,강등위기,상위권,1,0,0,0,0,0
24,2026-03-18,19:30,4,1,포항,서울,0,0,포항 스틸야드,포항 스틸야드,0,,N,,수,,,,,0,Wednesday,0,3,상반기,2,5,0,0,0,0,-3,1,1,0,0,0,0,0,0,1,0,상위스플릿,상위스플릿,ACL권,중위권,0,0,0,0,0,0
25,2026-03-21,14:00,5,1,대전,전북,0,0,대전 월드컵,대전 월드컵 경기장,0,,N,,토,,,,,1,Saturday,1,3,상반기,12,9,0,0,0,0,3,0,0,1,1,1,0,1,1,0,0,하위스플릿,하위스플릿,강등권,강등위기,0,0,0,0,0,0
26,2026-03-22,14:00,5,1,서울,광주,0,0,서울 월드컵,서울 월드컵 경기장,0,,N,,일,,,,,0,Sunday,1,3,상반기,5,7,0,0,0,0,-2,1,0,0,1,0,0,0,0,0,0,상위스플릿,하위스플릿,중위권,중위권,1,0,0,0,0,0
27,2026-03-22,14:00,5,1,울산,김천,0,0,울산 문수,울산 문수 축구경기장,0,,N,,일,,,,,0,Sunday,1,3,상반기,6,1,0,0,0,0,5,1,1,0,0,0,0,0,0,0,1,상위스플릿,상위스플릿,중위권,ACL권,0,0,0,0,0,0
28,2026-03-22,16:30,5,1,안양,인천,0,0,안양 종합,안양 종합 운동장,0,,N,,일,,,,,0,Sunday,1,3,상반기,4,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,상위스플릿,상위스플릿,상위권,상위권,0,0,0,0,0,0
29,2026-03-22,16:30,5,1,강원,제주,0,0,강릉하이원아레나,강릉하이원아레나,0,,N,,일,,,,,0,Sunday,1,3,상반기,11,8,0,0,0,0,3,0,0,1,1,1,0,1,0,0,0,하위스플릿,하위스플릿,강등권,강등위기,0,0,0,0,0,0
30,2026-03-22,16:30,5,1,포항,부천,0,0,포항 스틸야드,포항 스틸야드,0,,N,,일,,,,,0,Sunday,1,3,상반기,2,10,0,0,0,0,-8,1,0,0,1,0,0,0,1,1,0,상위스플릿,하위스플릿,ACL권,강등위기,1,0,0,0,0,0
31,2026-04-04,14:00,6,1,제주,부천,0,0,제주 월드컵,제주 월드컵 경기장,0,,N,,토,,,,,1,Saturday,1,4,상반기,8,10,0,0,0,0,-2,0,0,1,1,0,0,0,1,0,0,하위스플릿,하위스플릿,강등위기,강등위기,0,0,0,0,0,0
32,2026-04-04,14:00,6,1,전북,울산,0,0,전주 월드컵,전주 월드컵 경기장,0,,N,,토,,,,,0,Saturday,1,4,상반기,9,6,0,0,0,0,3,0,1,1,0,0,0,1,0,0,0,하위스플릿,상위스플릿,강등위기,중위권,1,0,0,0,0,0
33,2026-04-04,16:30,6,1,포항,대전,0,0,포항 스틸야드,포항 스틸야드,0,,N,,토,,,,,0,Saturday,1,4,상반기,2,12,0,0,0,0,-10,1,0,0,1,0,1,0,1,1,0,상위스플릿,하위스플릿,ACL권,강등권,1,0,0,0,0,0
34,2026-04-04,16:30,6,1,강원,광주,0,0,강릉하이원아레나,강릉하이원아레나,0,,N,,토,,,,,0,Saturday,1,4,상반기,11,7,0,0,0,0,4,0,0,1,1,1,0,1,0,0,0,하위스플릿,하위스플릿,강등권,중위권,0,0,0,0,0,0
35,2026-04-05,14:00,6,1,안양,서울,0,0,안양 종합,안양 종합 운동장,0,,N,,일,,,,,1,Sunday,1,4,상반기,4,5,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,상위스플릿,상위스플릿,상위권,중위권,0,0,0,0,0,0
36,2026-04-05,16:30,6,1,인천,김천,0,0,인천 전용,인천 축구 전용경기장,0,,N,,일,,,,,0,Sunday,1,4,상반기,3,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,상위스플릿,상위스플릿,상위권,ACL권,0,0,0,0,0,0
37,2026-04-11,14:00,7,1,포항,제주,0,0,포항 스틸야드,포항 스틸야드,0,,N,,토,,,,,0,Saturday,1,4,상반기,2,8,0,0,0,0,-6,1,0,0,1,0,0,0,0,1,0,상위스플릿,하위스플릿,ACL권,강등위기,1,0,0,0,0,0
38,2026-04-11,14:00,7,1,서울,전북,0,0,서울 월드컵,서울 월드컵 경기장,0,,N,,토,,,,,0,Saturday,1,4,상반기,5,9,0,0,0,0,-4,1,0,0,1,0,0,0,1,0,0,상위스플릿,하위스플릿,중위권,강등위기,1,0,0,0,0,0
39,2026-04-11,16:30,7,1,광주,부천,0,0,광주 월드컵,광주 월드컵 경기장,0,,N,,토,,,,,0,Saturday,1,4,상반기,7,10,0,0,0,0,-3,0,0,1,1,0,0,0,1,0,0,하위스플릿,하위스플릿,중위권,강등위기,0,0,0,0,0,0
40,2026-04-11,16:30,7,1,인천,울산,0,0,인천 전용,인천 축구 전용경기장,0,,N,,토,,,,,0,Saturday,1,4,상반기,3,6,0,0,0,0,-3,1,1,0,0,0,0,0,0,0,0,상위스플릿,상위스플릿,상위권,중위권,0,0,0,0,0,0
41,2026-04-12,14:00,7,1,대전,강원,0,0,대전 월드컵,대전 월드컵 경기장,0,,N,,일,,,,,0,Sunday,1,4,상반기,12,11,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,하위스플릿,하위스플릿,강등권,강등권,0,0,0,0,0,0
42,2026-04-12,16:30,7,1,김천,안양,0,0,김천 종합,김천 종합 운동장,0,,N,,일,,,,,0,Sunday,1,4,상반기,1,4,0,0,0,0,-3,1,1,0,0,0,0,0,0,1,0,상위스플릿,상위스플릿,ACL권,상위권,0,0,0,0,0,0
43,2026-04-18,14:00,8,1,강원,전북,0,0,강릉하이원아레나,강릉하이원아레나,0,,N,,토,,,,,0,Saturday,1,4,상반기,11,9,0,0,0,0,2,0,0,1,1,1,0,1,1,0,0,하위스플릿,하위스플릿,강등권,강등위기,0,0,0,0,0,0
44,2026-04-18,14:00,8,1,서울,대전,0,0,서울 월드컵,서울 월드컵 경기장,0,,N,,토,,,,,0,Saturday,1,4,상반기,5,12,0,0,0,0,-7,1,0,0,1,0,1,0,1,0,0,상위스플릿,하위스플릿,중위권,강등권,1,0,0,0,0,0
45,2026-04-18,16:30,8,1,제주,김천,0,0,제주 월드컵,제주 월드컵 경기장,0,,N,,토,,,,,0,Saturday,1,4,상반기,8,1,0,0,0,0,7,0,1,1,0,0,0,0,0,0,1,하위스플릿,상위스플릿,강등위기,ACL권,1,0,0,0,0,0
46,2026-04-18,16:30,8,1,부천,인천,0,0,부천 종합,부천 종합 운동장,0,,N,,토,,,,,0,Saturday,1,4,상반기,10,3,0,0,0,0,7,0,1,1,0,0,0,1,0,0,0,하위스플릿,상위스플릿,강등위기,상위권,1,0,0,0,0,0
47,2026-04-19,14:00,8,1,울산,광주,0,0,울산 문수,울산 문수 축구경기장,0,,N,,일,,,,,0,Sunday,1,4,상반기,6,7,0,0,0,0,-1,1,0,0,1,0,0,0,0,0,0,상위스플릿,하위스플릿,중위권,중위권,1,0,0,0,0,0
48,2026-04-19,16:30,8,1,포항,안양,0,0,포항 스틸야드,포항 스틸야드,0,,N,,일,,,,,0,Sunday,1,4,상반기,2,4,0,0,0,0,-2,1,1,0,0,0,0,0,0,1,0,상위스플릿,상위스플릿,ACL권,상위권,0,0,0,0,0,0
49,2026-04-21,19:30,9,1,김천,강원,0,0,김천 종합,김천 종합 운동장,0,,N,,화,,,,,0,Tuesday,0,4,상반기,1,11,0,0,0,0,-10,1,0,0,1,0,1,0,1,1,0,상위스플릿,하위스플릿,ACL권,강등권,1,0,0,0,0,0
50,2026-04-21,19:30,9,1,서울,부천,0,0,서울 월드컵,서울 월드컵 경기장,0,,N,,화,,,,,0,Tuesday,0,4,상반기,5,10,0,0,0,0,-5,1,0,0,1,0,0,0,1,0,0,상위스플릿,하위스플릿,중위권,강등위기,1,0,0,0,0,0
51,2026-04-21,19:30,9,1,전북,인천,0,0,전주 월드컵,전주 월드컵 경기장,0,,N,,화,,,,,0,Tuesday,0,4,상반기,9,3,0,0,0,0,6,0,1,1,0,0,0,1,0,0,0,하위스플릿,상위스플릿,강등위기,상위권,1,0,0,0,0,0
52,2026-04-22,19:30,9,1,대전,제주,0,0,대전 월드컵,대전 월드컵 경기장,0,,N,,수,,,,,0,Wednesday,0,4,상반기,12,8,0,0,0,0,4,0,0,1,1,1,0,1,0,0,0,하위스플릿,하위스플릿,강등권,강등위기,0,0,0,0,0,0
53,2026-04-22,19:30,9,1,안양,울산,0,0,안양 종합,안양 종합 운동장,0,,N,,수,,,,,0,Wednesday,0,4,상반기,4,6,0,0,0,0,-2,1,1,0,0,0,0,0,0,0,0,상위스플릿,상위스플릿,상위권,중위권,0,0,0,0,0,0
54,2026-04-22,19:30,9,1,포항,광주,0,0,포항 스틸야드,포항 스틸야드,0,,N,,수,,,,,0,Wednesday,0,4,상반기,2,7,0,0,0,0,-5,1,0,0,1,0,0,0,0,1,0,상위스플릿,하위스플릿,ACL권,중위권,1,0,0,0,0,0
55,2026-04-25,14:00,10,1,강원,서울,0,0,강릉하이원아레나,강릉하이원아레나,0,,N,,토,,,,,0,Saturday,1,4,상반기,11,5,0,0,0,0,6,0,1,1,0,1,0,1,0,0,0,하위스플릿,상위스플릿,강등권,중위권,1,0,0,0,0,0
56,2026-04-25,16:30,10,1,인천,제주,0,0,인천 전용,인천 축구 전용경기장,0,,N,,토,,,,,0,Saturday,1,4,상반기,3,8,0,0,0,0,-5,1,0,0,1,0,0,0,0,0,0,상위스플릿,하위스플릿,상위권,강등위기,1,0,0,0,0,0
57,2026-04-25,16:30,10,1,부천,김천,0,0,부천 종합,부천 종합 운동장,0,,N,,토,,,,,0,Saturday,1,4,상반기,10,1,0,0,0,0,9,0,1,1,0,0,0,1,0,0,1,하위스플릿,상위스플릿,강등위기,ACL권,1,0,0,0,0,0
58,2026-04-26,14:00,10,1,전북,포항,0,0,전주 월드컵,전주 월드컵 경기장,0,,N,,일,,,,,0,Sunday,1,4,상반기,9,2,0,0,0,0,7,0,1,1,0,0,0,1,0,0,1,하위스플릿,상위스플릿,강등위기,ACL권,1,0,0,0,0,0
59,2026-04-26,16:30,10,1,광주,안양,0,0,광주 월드컵,광주 월드컵 경기장,0,,N,,일,,,,,0,Sunday,1,4,상반기,7,4,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,하위스플릿,상위스플릿,중위권,상위권,1,0,0,0,0,0
60,2026-04-26,16:30,10,1,울산,대전,0,0,울산 문수,울산 문수 축구경기장,0,,N,,일,,,,,0,Sunday,1,4,상반기,6,12,0,0,0,0,-6,1,0,0,1,0,1,0,1,0,0,상위스플릿,하위스플릿,중위권,강등권,1,0,0,0,0,0
61,2026-05-02,14:00,11,1,서울,김천,0,0,서울 월드컵,서울 월드컵 경기장,0,,N,,토,,,,,0,Saturday,1,5,상반기,5,1,0,0,0,0,4,1,1,0,0,0,0,0,0,0,1,상위스플릿,상위스플릿,중위권,ACL권,0,0,0,0,0,0
62,2026-05-02,14:00,11,1,울산,포항,0,0,울산 문수,울산 문수 축구경기장,0,,N,,토,,,,,1,Saturday,1,5,상반기,6,2,0,0,0,0,4,1,1,0,0,0,0,0,0,0,1,상위스플릿,상위스플릿,중위권,ACL권,0,0,0,0,0,0
63,2026-05-02,16:30,11,1,인천,강원,0,0,인천 전용,인천 축구 전용경기장,0,,N,,토,,,,,0,Saturday,1,5,상반기,3,11,0,0,0,0,-8,1,0,0,1,0,1,0,1,0,0,상위스플릿,하위스플릿,상위권,강등권,1,0,0,0,0,0
64,2026-05-02,16:30,11,1,제주,전북,0,0,제주 월드컵,제주 월드컵 경기장,0,,N,,토,,,,,0,Saturday,1,5,상반기,8,9,0,0,0,0,-1,0,0,1,1,0,0,0,1,0,0,하위스플릿,하위스플릿,강등위기,강등위기,0,0,0,0,0,0
65,2026-05-02,19:00,11,1,안양,부천,0,0,안양 종합,안양 종합 운동장,0,,N,,토,,,,,0,Saturday,1,5,상반기,4,10,0,0,0,0,-6,1,0,0,1,0,0,0,1,0,0,상위스플릿,하위스플릿,상위권,강등위기,1,0,0,0,0,0
66,2026-05-02,19:00,11,1,광주,대전,0,0,광주 월드컵,광주 월드컵 경기장,0,,N,,토,,,,,0,Saturday,1,5,상반기,7,12,0,0,0,0,-5,0,0,1,1,0,1,0,1,0,0,하위스플릿,하위스플릿,중위권,강등권,0,0,0,0,0,0
67,2026-05-05,14:00,12,1,전북,광주,0,0,전주 월드컵,전주 월드컵 경기장,0,,N,,화,,,,,0,Tuesday,0,5,상반기,9,7,0,0,0,0,2,0,0,1,1,0,0,1,0,0,0,하위스플릿,하위스플릿,강등위기,중위권,0,0,0,0,0,0
68,2026-05-05,14:00,12,1,부천,제주,0,0,부천 종합,부천 종합 운동장,0,,N,,화,,,,,1,Tuesday,0,5,상반기,10,8,0,0,0,0,2,0,0,1,1,0,0,1,0,0,0,하위스플릿,하위스플릿,강등위기,강등위기,0,0,0,0,0,0
69,2026-05-05,16:30,12,1,김천,울산,0,0,김천 종합,김천 종합 운동장,0,,N,,화,,,,,0,Tuesday,0,5,상반기,1,6,0,0,0,0,-5,1,1,0,0,0,0,0,0,1,0,상위스플릿,상위스플릿,ACL권,중위권,0,0,0,0,0,0
70,2026-05-05,16:30,12,1,대전,인천,0,0,대전 월드컵,대전 월드컵 경기장,0,,N,,화,,,,,0,Tuesday,0,5,상반기,12,3,0,0,0,0,9,0,1,1,0,1,0,1,0,0,0,하위스플릿,상위스플릿,강등권,상위권,1,0,0,0,0,0
71,2026-05-05,16:30,12,1,강원,포항,0,0,강릉하이원아레나,강릉하이원아레나,0,,N,,화,,,,,0,Tuesday,0,5,상반기,11,2,0,0,0,0,9,0,1,1,0,1,0,1,0,0,1,하위스플릿,상위스플릿,강등권,ACL권,1,0,0,0,0,0
72,2026-05-05,19:00,12,1,서울,안양,0,0,서울 월드컵,서울 월드컵 경기장,0,,N,,화,,,,,1,Tuesday,0,5,상반기,5,4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,상위스플릿,상위스플릿,중위권,상위권,0,0,0,0,0,0
73,2026-05-09,14:00,13,1,제주,서울,0,0,제주 월드컵,제주 월드컵 경기장,0,,N,,토,,,,,0,Saturday,1,5,상반기,8,5,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,하위스플릿,상위스플릿,강등위기,중위권,1,0,0,0,0,0
74,2026-05-09,16:30,13,1,김천,인천,0,0,김천 종합,김천 종합 운동장,0,,N,,토,,,,,0,Saturday,1,5,상반기,1,3,0,0,0,0,-2,1,1,0,0,0,0,0,0,1,0,상위스플릿,상위스플릿,ACL권,상위권,0,0,0,0,0,0
75,2026-05-09,16:30,13,1,광주,강원,0,0,광주 월드컵,광주 월드컵 경기장,0,,N,,토,,,,,0,Saturday,1,5,상반기,7,11,0,0,0,0,-4,0,0,1,1,0,1,0,1,0,0,하위스플릿,하위스플릿,중위권,강등권,0,0,0,0,0,0
76,2026-05-09,19:00,13,1,대전,포항,0,0,대전 월드컵,대전 월드컵 경기장,0,,N,,토,,,,,0,Saturday,1,5,상반기,12,2,0,0,0,0,10,0,1,1,0,1,0,1,0,0,1,하위스플릿,상위스플릿,강등권,ACL권,1,0,0,0,0,0
77,2026-05-10,14:00,13,1,울산,부천,0,0,울산 문수,울산 문수 축구경기장,0,,N,,일,,,,,0,Sunday,1,5,상반기,6,10,0,0,0,0,-4,1,0,0,1,0,0,0,1,0,0,상위스플릿,하위스플릿,중위권,강등위기,1,0,0,0,0,0
78,2026-05-10,16:30,13,1,안양,전북,0,0,안양 종합,안양 종합 운동장,0,,N,,일,,,,,0,Sunday,1,5,상반기,4,9,0,0,0,0,-5,1,0,0,1,0,0,0,1,0,0,상위스플릿,하위스플릿,상위권,강등위기,1,0,0,0,0,0
79,2026-05-12,19:30,14,1,강원,대전,0,0,강릉하이원아레나,강릉하이원아레나,0,,N,,화,,,,,0,Tuesday,0,5,상반기,11,12,0,0,0,0,-1,0,0,1,1,1,1,1,1,0,0,하위스플릿,하위스플릿,강등권,강등권,0,0,0,0,0,0
80,2026-05-12,19:30,14,1,광주,서울,0,0,광주 월드컵,광주 월드컵 경기장,0,,N,,화,,,,,0,Tuesday,0,5,상반기,7,5,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,하위스플릿,상위스플릿,중위권,중위권,1,0,0,0,0,0
81,2026-05-12,19:30,14,1,인천,포항,0,0,인천 전용,인천 축구 전용경기장,0,,N,,화,,,,,0,Tuesday,0,5,상반기,3,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,상위스플릿,상위스플릿,상위권,ACL권,0,0,0,0,0,0
82,2026-05-13,19:30,14,1,울산,제주,0,0,울산 문수,울산 문수 축구경기장,0,,N,,수,,,,,0,Wednesday,0,5,상반기,6,8,0,0,0,0,-2,1,0,0,1,0,0,0,0,0,0,상위스플릿,하위스플릿,중위권,강등위기,1,0,0,0,0,0
83,2026-05-13,19:30,14,1,안양,김천,0,0,안양 종합,안양 종합 운동장,0,,N,,수,,,,,0,Wednesday,0,5,상반기,4,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,상위스플릿,상위스플릿,상위권,ACL권,0,0,0,0,0,0
84,2026-05-13,19:30,14,1,부천,전북,0,0,부천 종합,부천 종합 운동장,0,,N,,수,,,,,0,Wednesday,0,5,상반기,10,9,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,하위스플릿,하위스플릿,강등위기,강등위기,0,0,0,0,0,0
85,2026-05-16,16:30,15,1,대전,서울,0,0,대전 월드컵,대전 월드컵 경기장,0,,N,,토,,,,,0,Saturday,1,5,상반기,12,5,0,0,0,0,7,0,1,1,0,1,0,1,0,0,0,하위스플릿,상위스플릿,강등권,중위권,1,0,0,0,0,0
86,2026-05-16,19:00,15,1,인천,광주,0,0,인천 전용,인천 축구 전용경기장,0,,N,,토,,,,,0,Saturday,1,5,상반기,3,7,0,0,0,0,-4,1,0,0,1,0,0,0,0,0,0,상위스플릿,하위스플릿,상위권,중위권,1,0,0,0,0,0
87,2026-05-17,16:30,15,1,전북,김천,0,0,전주 월드컵,전주 월드컵 경기장,0,,N,,일,,,,,0,Sunday,1,5,상반기,9,1,0,0,0,0,8,0,1,1,0,0,0,1,0,0,1,하위스플릿,상위스플릿,강등위기,ACL권,1,0,0,0,0,0
88,2026-05-17,16:30,15,1,제주,안양,0,0,제주 월드컵,제주 월드컵 경기장,0,,N,,일,,,,,0,Sunday,1,5,상반기,8,4,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,하위스플릿,상위스플릿,강등위기,상위권,1,0,0,0,0,0
89,2026-05-17,19:00,15,1,강원,울산,0,0,강릉하이원아레나,강릉하이원아레나,0,,N,,일,,,,,0,Sunday,1,5,상반기,11,6,0,0,0,0,5,0,1,1,0,1,0,1,0,0,0,하위스플릿,상위스플릿,강등권,중위권,1,0,0,0,0,0
90,2026-05-17,19:00,15,1,부천,포항,0,0,부천 종합,부천 종합 운동장,0,,N,,일,,,,,0,Sunday,1,5,상반기,10,2,0,0,0,0,8,0,1,1,0,0,0,1,0,0,1,하위스플릿,상위스플릿,강등위기,ACL권,1,0,0,0,0,0
91,2026-07-04,19:30,16,1,전북,강원,0,0,전주 월드컵,전주 월드컵 경기장,0,,N,,토,,,,,0,Saturday,1,7,상반기,9,11,0,0,0,0,-2,0,0,1,1,0,1,1,1,0,0,하위스플릿,하위스플릿,강등위기,강등권,0,0,0,0,0,0
92,2026-07-04,19:30,16,1,대전,부천,0,0,대전 월드컵,대전 월드컵 경기장,0,,N,,토,,,,,0,Saturday,1,7,상반기,12,10,0,0,0,0,2,0,0,1,1,1,0,1,1,0,0,하위스플릿,하위스플릿,강등권,강등위기,0,0,0,0,0,0
93,2026-07-04,19:30,16,1,안양,포항,0,0,안양 종합,안양 종합 운동장,0,,N,,토,,,,,0,Saturday,1,7,상반기,4,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,상위스플릿,상위스플릿,상위권,ACL권,0,0,0,0,0,0
94,2026-07-05,19:30,16,1,서울,인천,0,0,서울 월드컵,서울 월드컵 경기장,0,,N,,일,,,,,1,Sunday,1,7,상반기,5,3,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,상위스플릿,상위스플릿,중위권,상위권,0,0,0,0,0,0
